CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,
1,170112280,ADULT MEDICAL SURGICAL NURSING CLINICAL I,3,1,Bachelor,3,Clinic,68,1,Nursing Department,[08:00-14:00 CLC Qalqilya Thursday][15:00-21:00 CLC Qalqilya Friday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,1,1,Nursing Department,[10:30-12:20 AMS-B SIM-R2 Thursday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,2,1,Nursing Department,[08:30-10:20 AMS-B SIM-R1 Monday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,3,1,Nursing Department,[13:30-15:20 AMS-B SIM-R4 Monday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,4,1,Nursing Department,[10:30-12:20 AMS-B SIM-R3 Sunday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,5,1,Nursing Department,[10:30-12:20 AMS-B SIM-R1 Tuesday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,6,1,Nursing Department,[08:30-10:20 AMS-B SIM-R4 Sunday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,7,1,Nursing Department,[13:30-15:20 AMS-B SIM-R4 Sunday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,8,1,Nursing Department,[08:30-10:20 AMS-B SIM-R2 Wednesday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,10,1,Nursing Department,[13:30-15:20 AMS-B SIM-R2 Thursday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,11,1,Nursing Department,[10:30-12:20 AMS-B SIM-R3 Thursday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,12,1,Nursing Department,[08:30-10:20 AMS-B SIM-R3 Tuesday],
1,170112290,ADULT MEDICAL SURGICAL NURSING SIMULATION,1,1,Bachelor,2,Lab,14,1,Nursing Department,[13:30-15:20 AMS-B SIM-R3 Monday],
1,170112300,HEALTH INFORMATICS,2,1,Bachelor,1,Lecture,1,1,Nursing Department,[10:30-12:10 AMS-B 208 Tuesday],
1,170112300,HEALTH INFORMATICS,2,1,Bachelor,1,Lecture,2,1,Nursing Department,[16:00-17:40 AMS-B B102 Monday],
1,170112300,HEALTH INFORMATICS,2,1,Bachelor,1,Lecture,3,1,Nursing Department,[16:00-17:40 AMS-B B102 Wednesday],
1,170112300,HEALTH INFORMATICS,2,1,Bachelor,1,Lecture,4,1,Nursing Department,[08:30-10:10 AMS-B 102 Thursday],
1,170112310,ADULT MEDICAL SURGICAL NURSING IV THEORY,4,1,Bachelor,1,Lecture,1,1,Nursing Department,[10:30-12:10 AMS-B 103 Sunday Tuesday],
1,170112310,ADULT MEDICAL SURGICAL NURSING IV THEORY,4,1,Bachelor,1,Lecture,2,1,Nursing Department,[08:30-10:10 AMS-B 208 Sunday Tuesday],
1,170112310,ADULT MEDICAL SURGICAL NURSING IV THEORY,4,1,Bachelor,1,Lecture,3,1,Nursing Department,[10:30-12:10 AMS-B 208 Monday Wednesday],
1,170112320,ADULT MEDICAL SURGICAL NURSING V THEORY,4,1,Bachelor,1,Lecture,1,1,Nursing Department,[13:30-15:10 AMS-B 103 Sunday Tuesday],
1,170112320,ADULT MEDICAL SURGICAL NURSING V THEORY,4,1,Bachelor,1,Lecture,2,1,Nursing Department,[12:30-14:10 AMS-B 102 Monday Wednesday],
1,170112320,ADULT MEDICAL SURGICAL NURSING V THEORY,4,1,Bachelor,1,Lecture,3,1,Nursing Department,[10:30-12:10 SH 045 Sunday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,1,1,Nursing Department,[07:00-15:00 CLC Jenin Wednesday Thursday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,2,1,Nursing Department,[07:00-15:00 CLC Jenin Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,3,1,Nursing Department,[15:00-23:00 CLC Salfit Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,4,1,Nursing Department,[15:00-23:00 CLC Nablus Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,5,1,Nursing Department,[07:00-15:00 CLC Tulkarem Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,6,1,Nursing Department,[15:00-23:00 CLC Jericho Sunday Monday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,7,1,Nursing Department,[07:00-15:00 CLC Ramallah Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,8,1,Nursing Department,[07:00-15:00 CLC Jenin Tuesday][15:00-23:00 CLC Jenin Monday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,9,1,Nursing Department,[15:00-23:00 CLC Jenin Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,10,1,Nursing Department,[15:00-23:00 CLC Jenin Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,11,1,Nursing Department,[07:00-15:00 CLC Tulkarem Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,12,1,Nursing Department,[07:00-15:00 CLC Tulkarem Thursday][15:00-23:00 CLC Tulkarem Wednesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,13,1,Nursing Department,[15:00-23:00 CLC Qalqilya Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,14,1,Nursing Department,[15:00-23:00 CLC Tubas Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,15,1,Nursing Department,[07:00-15:00 CLC Salfit Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,16,1,Nursing Department,[07:00-15:00 CLC Nablus Monday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,17,1,Nursing Department,[15:00-23:00 CLC Nablus Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,18,1,Nursing Department,[15:00-23:00 CLC Jericho Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,19,1,Nursing Department,[15:00-23:00 CLC Ramallah Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,20,1,Nursing Department,[07:00-15:00 CLC Jenin Saturday][15:00-23:00 CLC Jenin Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,21,1,Nursing Department,[07:00-15:00 CLC Jenin Sunday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,22,1,Nursing Department,[07:00-15:00 CLC Alquds Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,23,1,Nursing Department,[15:00-23:00 CLC Alquds Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,24,1,Nursing Department,[07:00-15:00 CLC Jordan Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,25,1,Nursing Department,[15:00-23:00 CLC Jordan Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,26,1,Nursing Department,[15:00-23:00 CLC Ramallah Wednesday Thursday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,27,1,Nursing Department,[15:00-23:00 CLC Jenin Wednesday Thursday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,28,1,Nursing Department,[15:00-23:00 CLC Tulkarem Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,29,1,Nursing Department,[15:00-23:00 CLC Salfit Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,30,1,Nursing Department,[15:00-23:00 CLC Nablus Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,31,1,Nursing Department,[15:00-23:00 CLC Jericho Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,32,1,Nursing Department,[15:00-23:00 CLC Ramallah Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,33,1,Nursing Department,[15:00-23:00 CLC Jenin Sunday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,34,1,Nursing Department,[15:00-23:00 CLC Jenin Sunday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,35,1,Nursing Department,[15:00-23:00 CLC Nablus Tuesday Thursday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,36,1,Nursing Department,[15:00-23:00 CLC Jenin Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,37,1,Nursing Department,[15:00-23:00 CLC Nablus Tuesday Thursday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,38,1,Nursing Department,[15:00-23:00 CLC Nablus Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,39,1,Nursing Department,[15:00-23:00 CLC Nablus Monday Tuesday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,40,1,Nursing Department,[15:00-23:00 CLC Jenin Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,41,1,Nursing Department,[07:00-15:00 CLC Jenin Wednesday Thursday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,42,1,Nursing Department,[15:00-23:00 CLC Nablus Saturday Sunday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,43,1,Nursing Department,[07:00-15:00 CLC Tulkarem Sunday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,44,1,Nursing Department,[07:00-15:00 CLC Tubas Friday][15:00-23:00 CLC Tubas Thursday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,46,1,Nursing Department,[15:00-23:00 CLC Jenin Sunday Monday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,47,1,Nursing Department,[07:00-15:00 CLC Jenin Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,48,1,Nursing Department,[15:00-23:00 CLC Jenin Wednesday Thursday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,49,1,Nursing Department,[15:00-23:00 CLC Nablus Wednesday Thursday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,50,1,Nursing Department,[07:00-15:00 CLC Nablus Saturday Friday],
1,170112330,ADULT MEDICAL SURGICAL NURSING CLINICAL II,4,1,Bachelor,3,Clinic,51,1,Nursing Department,[07:00-15:00 CLC Tulkarem Friday][15:00-23:00 CLC Tulkarem Thursday],
1,170112340,PATHOLOGY,2,1,Bachelor,1,Lecture,1,1,Nursing Department,[10:30-12:10 AMS-B 209 Monday],
1,170113100,CLINICAL RESIDENCY,3,1,Bachelor,3,Clinic,1,1,Nursing Department,[00:00-09:30 CLC Jenin Saturday Friday],
1,170113100,CLINICAL RESIDENCY,3,1,Bachelor,3,Clinic,2,1,Nursing Department,[00:00-09:30 CLC Jenin Saturday Sunday],
1,170113110,ADULT HEALTH NURSING II THEORY,3,1,Bachelor,1,Lecture,1,1,Nursing Department,[10:30-11:20 AFS 024 Sunday Tuesday Thursday],
1,170113120,ADULT HEALTH NURSING II CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,2,1,Nursing Department,[08:30-10:20 AMS-B SIM-R3 Sunday],
1,170113120,ADULT HEALTH NURSING II CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,3,1,Nursing Department,[15:30-17:20 AMS-B SIM-R4 Sunday],
1,170113120,ADULT HEALTH NURSING II CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,1,1,Nursing Department,[00:30-03:30 CLC Jenin Friday][12:30-23:30 CLC Jenin Friday],
1,170113120,ADULT HEALTH NURSING II CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,2,1,Nursing Department,[01:30-08:30 CLC Tulkarem Friday][08:30-15:30 CLC Jenin Friday],
1,170113120,ADULT HEALTH NURSING II CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,3,1,Nursing Department,[01:30-08:30 CLC Jenin Monday][08:30-15:30 CLC Jenin Monday],
1,170113120,ADULT HEALTH NURSING II CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,4,1,Nursing Department,[01:30-08:30 CLC Jenin Monday][08:30-15:30 CLC Jenin Monday],
1,170113120,ADULT HEALTH NURSING II CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,5,1,Nursing Department,[00:30-03:30 CLC Jenin Tuesday][12:30-23:30 CLC Jenin Tuesday],
1,170113120,ADULT HEALTH NURSING II CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,6,1,Nursing Department,[00:30-03:30 CLC Nablus Monday][12:30-23:30 CLC Nablus Monday],
1,170113120,ADULT HEALTH NURSING II CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,7,1,Nursing Department,[00:30-03:30 CLC Jenin Friday][12:30-23:30 CLC Jenin Friday],
1,170113120,ADULT HEALTH NURSING II CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,8,1,Nursing Department,[01:30-08:30 CLC Jenin Monday][08:30-15:30 CLC Jenin Monday],
1,170113130,PHARMACOLOGY FOR NURSING II,2,1,Bachelor,1,Lecture,1,9,Pharmacology Department,[10:30-12:10 LAW 207 Monday],
1,170113130,PHARMACOLOGY FOR NURSING II,2,1,Bachelor,1,Lecture,2,9,Pharmacology Department,[12:30-14:10 AFS 107 Tuesday],
1,170113130,PHARMACOLOGY FOR NURSING II,2,1,Bachelor,1,Lecture,3,9,Pharmacology Department,[14:30-16:10 AFS 107 Wednesday],
1,170113130,PHARMACOLOGY FOR NURSING II,2,1,Bachelor,1,Lecture,4,9,Pharmacology Department,[08:30-10:10 LAW 201 Tuesday],
1,170113150,GERIATRIC HEALTH NURSING,1,1,Bachelor,1,Lecture,1,1,Nursing Department,[13:30-14:20 AMS-B 108 Tuesday],
1,170113150,GERIATRIC HEALTH NURSING,1,1,Bachelor,1,Lecture,2,1,Nursing Department,[08:30-09:20 AMS-B 103 Monday],
1,170113150,GERIATRIC HEALTH NURSING,1,1,Bachelor,1,Lecture,3,1,Nursing Department,[08:30-09:20 AMS-B 103 Wednesday],
1,170113150,GERIATRIC HEALTH NURSING,1,1,Bachelor,1,Lecture,4,1,Nursing Department,[16:30-17:20 AMS-B 102 Tuesday],
1,170113160,HUMAN GROWTH AND DEVELOPMENT FOR NURSING,3,1,Bachelor,1,Lecture,1,1,Nursing Department,[10:00-11:15 PHC 104 Monday Wednesday],
1,170113190,MATERNITY HEALTH NURSING I THEORY,3,1,Bachelor,1,Lecture,1,1,Nursing Department,[10:30-11:20 AMS-B 002 Sunday Tuesday Thursday],
1,170113190,MATERNITY HEALTH NURSING I THEORY,3,1,Bachelor,1,Lecture,2,1,Nursing Department,[08:30-09:45 PHC 102 Monday Wednesday],
1,170113190,MATERNITY HEALTH NURSING I THEORY,3,1,Bachelor,1,Lecture,3,1,Nursing Department,[13:00-14:15 AFS 107 Monday Wednesday],
1,170113200,MATERNITY HEALTH NURSING II THEORY,3,1,Bachelor,1,Lecture,1,1,Nursing Department,[11:30-12:20 AMS-B 002 Sunday Tuesday Thursday],
1,170113200,MATERNITY HEALTH NURSING II THEORY,3,1,Bachelor,1,Lecture,2,1,Nursing Department,[11:30-12:45 PHC 102 Monday Wednesday],
1,170113200,MATERNITY HEALTH NURSING II THEORY,3,1,Bachelor,1,Lecture,3,1,Nursing Department,[10:00-11:15 PHC 102 Monday Wednesday],
1,170113210,MATERNITY HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,1,1,Nursing Department,[08:30-09:20 AMS-B 002 Sunday Tuesday Thursday],
1,170113210,MATERNITY HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,2,1,Nursing Department,[13:30-14:20 AMS-B 002 Sunday Tuesday Thursday],
1,170113210,MATERNITY HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,3,1,Nursing Department,[10:30-11:20 AMS-B 207 Sunday Tuesday Thursday],
1,170113210,MATERNITY HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,4,1,Nursing Department,[13:00-14:15 AMS-A 104 Monday Wednesday],
1,170113210,MATERNITY HEALTH NURSING THEORY,3,1,Bachelor,1,Lecture,5,1,Nursing Department,[11:30-12:45 AMS-B B204 Monday Wednesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,1,1,Nursing Department,[10:30-12:20 AMS-B SIM-R2 Monday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,2,1,Nursing Department,[10:30-12:20 AMS-B SIM-R3 Wednesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,3,1,Nursing Department,[13:30-15:20 AMS-B SIM-R3 Wednesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,4,1,Nursing Department,[10:30-12:20 AMS-B SIM-R1 Thursday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,5,1,Nursing Department,[08:30-10:20 AMS-B SIM-R4 Thursday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,6,1,Nursing Department,[13:30-15:20 AMS-B SIM-R2 Monday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,7,1,Nursing Department,[17:30-19:20 AMS-B SIM-R1 Monday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,8,1,Nursing Department,[08:30-10:20 AMS-B SIM-R4 Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,9,1,Nursing Department,[15:30-17:20 AMS-B SIM-R2 Sunday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,10,1,Nursing Department,[13:30-15:20 AMS-B SIM-R4 Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,2,Lab,11,1,Nursing Department,[15:30-17:20 AMS-B SIM-R4 Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,1,1,Nursing Department,[01:30-08:30 CLC Jenin Tuesday][08:30-15:30 CLC Jenin Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,2,1,Nursing Department,[00:30-03:30 CLC Tulkarem Monday][12:30-23:30 CLC Tulkarem Monday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,3,1,Nursing Department,[00:30-03:30 CLC Salfit Friday][12:30-23:30 CLC Salfit Friday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,4,1,Nursing Department,[00:30-03:30 CLC Tubas Saturday][12:30-23:30 CLC Tubas Saturday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,5,1,Nursing Department,[00:30-03:30 CLC Jericho Monday][12:30-23:30 CLC Jericho Monday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,6,1,Nursing Department,[01:30-08:30 CLC Jenin Friday][08:30-15:30 CLC Jenin Friday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,7,1,Nursing Department,[01:30-08:30 CLC Salfit Monday][08:30-15:30 CLC Salfit Monday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,8,1,Nursing Department,[01:30-08:30 CLC Salfit Tuesday][08:30-15:30 CLC Salfit Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,9,1,Nursing Department,[00:30-03:30 CLC Nablus Tuesday][12:30-23:30 CLC Nablus Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,10,1,Nursing Department,[01:30-08:30 CLC Tubas Wednesday][08:30-15:30 CLC Tubas Wednesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,11,1,Nursing Department,[01:30-08:30 CLC Tubas Thursday][08:30-15:30 CLC Tubas Thursday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,12,1,Nursing Department,[01:30-08:30 CLC Jericho Tuesday][08:30-15:30 CLC Jericho Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,13,1,Nursing Department,[00:30-03:30 CLC Jericho Tuesday][12:30-23:30 CLC Jericho Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,14,1,Nursing Department,[00:30-03:30 CLC Jericho Friday][12:30-23:30 CLC Jericho Friday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,15,1,Nursing Department,[01:30-08:30 CLC Tubas Saturday][08:30-15:30 CLC Tubas Saturday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,16,1,Nursing Department,[01:30-08:30 CLC Tubas Thursday][08:30-15:30 CLC Tubas Thursday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,17,1,Nursing Department,[00:30-03:30 CLC Nablus Saturday][12:30-23:30 CLC Nablus Saturday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,18,1,Nursing Department,[00:30-03:30 CLC Jenin Sunday][12:30-23:30 CLC Jenin Sunday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,19,1,Nursing Department,[00:30-03:30 CLC Alquds Friday][12:30-23:30 CLC Alquds Friday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,20,1,Nursing Department,[00:30-03:30 CLC Alquds Saturday][12:30-23:30 CLC Alquds Saturday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,21,1,Nursing Department,[01:30-08:30 CLC Jordan Friday][08:30-15:30 CLC Jordan Friday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,22,1,Nursing Department,[01:30-08:30 CLC Jordan Saturday][08:30-15:30 CLC Jordan Saturday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,23,1,Nursing Department,[01:30-08:30 CLC Salfit Monday][08:30-15:30 CLC Salfit Monday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,24,1,Nursing Department,[00:30-03:30 CLC Jericho Tuesday][12:30-23:30 CLC Jericho Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,25,1,Nursing Department,[01:30-08:30 CLC Jenin Wednesday][08:30-15:30 CLC Jenin Wednesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,26,1,Nursing Department,[01:30-08:30 CLC Tulkarem Friday][08:30-15:30 CLC Tulkarem Friday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,27,1,Nursing Department,[00:30-03:30 CLC Tulkarem Friday][12:30-23:30 CLC Tulkarem Friday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,28,1,Nursing Department,[00:30-03:30 CLC Nablus Friday][12:30-23:30 CLC Nablus Friday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,29,1,Nursing Department,[01:30-08:30 CLC Jenin Sunday][08:30-15:30 CLC Jenin Sunday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,30,1,Nursing Department,[01:30-08:30 CLC Tubas Tuesday][08:30-15:30 CLC Tubas Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,31,1,Nursing Department,[00:30-03:30 CLC Tubas Tuesday][12:30-23:30 CLC Tubas Tuesday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,32,1,Nursing Department,[01:30-08:30 CLC Nablus Sunday][08:30-15:30 CLC Nablus Sunday],
1,170113220,MATERNITY HEALTH NURSING CLINICAL & SIMULATION,3,1,Bachelor,3,Clinic,33,1,Nursing Department,[01:30-08:30 CLC Jenin Friday][08:30-15:30 CLC Jenin Friday],
